# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
mRNA		GCA_017916325.1	Primary Assembly	chromosome	4	CM030399.1	374931	377543	-			KAG5487542.1	hypothetical protein			LSCM1_07499	2613		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	4	CM030399.1	374931	377543	-	KAG5487542.1			hypothetical protein			LSCM1_07499	2613	870	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	4	CM030399.1	378363	382727	-							LSCM1_07500	4365		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	4	CM030399.1	378363	382727	-			KAG5487543.1	hypothetical protein			LSCM1_07500	4365		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	4	CM030399.1	378363	382727	-	KAG5487543.1			hypothetical protein			LSCM1_07500	4365	1454	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	4	CM030399.1	384256	384582	-							LSCM1_07501	327		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	4	CM030399.1	384256	384582	-			KAG5487544.1	hypothetical protein			LSCM1_07501	327		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	4	CM030399.1	384256	384582	-	KAG5487544.1			hypothetical protein			LSCM1_07501	327	108	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	4	CM030399.1	385207	388077	-							LSCM1_07502	2871		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	4	CM030399.1	385207	388077	-			KAG5487545.1	hypothetical protein			LSCM1_07502	2871		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	4	CM030399.1	385207	388077	-	KAG5487545.1			hypothetical protein			LSCM1_07502	2871	956	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	4	CM030399.1	390306	392528	-							LSCM1_07503	2223		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	4	CM030399.1	390306	392528	-			KAG5487546.1	hypothetical protein			LSCM1_07503	2223		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	4	CM030399.1	390306	392528	-	KAG5487546.1			hypothetical protein			LSCM1_07503	2223	740	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	4	CM030399.1	393538	394464	-							LSCM1_07504	927		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	4	CM030399.1	393538	394464	-			KAG5487547.1	hypothetical protein			LSCM1_07504	927		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	4	CM030399.1	393538	394464	-	KAG5487547.1			hypothetical protein			LSCM1_07504	927	308	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	4	CM030399.1	395282	396199	-							LSCM1_07505	918		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	4	CM030399.1	395282	396199	-			KAG5487548.1	hypothetical protein			LSCM1_07505	918		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	4	CM030399.1	395282	396199	-	KAG5487548.1			hypothetical protein			LSCM1_07505	918	305	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	4	CM030399.1	397015	397521	-							LSCM1_07506	507		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	4	CM030399.1	397015	397521	-			KAG5487549.1	hypothetical protein			LSCM1_07506	507		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	4	CM030399.1	397015	397521	-	KAG5487549.1			hypothetical protein			LSCM1_07506	507	168	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	4	CM030399.1	399738	400793	-							LSCM1_07507	1056		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	4	CM030399.1	399738	400793	-			KAG5487550.1	hypothetical protein			LSCM1_07507	1056		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	4	CM030399.1	399738	400793	-	KAG5487550.1			hypothetical protein			LSCM1_07507	1056	351	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	4	CM030399.1	413220	414155	-							LSCM1_07508	936		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	4	CM030399.1	413220	414155	-			KAG5487551.1	hypothetical protein			LSCM1_07508	936		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	4	CM030399.1	413220	414155	-	KAG5487551.1			hypothetical protein			LSCM1_07508	936	311	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	4	CM030399.1	416898	423569	-							LSCM1_07509	6672		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	4	CM030399.1	416898	423569	-			KAG5487552.1	hypothetical protein			LSCM1_07509	6672		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	4	CM030399.1	416898	423569	-	KAG5487552.1			hypothetical protein			LSCM1_07509	6672	2223	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	4	CM030399.1	425312	426883	-							LSCM1_07510	1572		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	4	CM030399.1	425312	426883	-			KAG5487553.1	hypothetical protein			LSCM1_07510	1572		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	4	CM030399.1	425312	426883	-	KAG5487553.1			hypothetical protein			LSCM1_07510	1572	523	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	4	CM030399.1	427622	428185	-							LSCM1_07511	564		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	4	CM030399.1	427622	428185	-			KAG5487554.1	hypothetical protein			LSCM1_07511	564		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	4	CM030399.1	427622	428185	-	KAG5487554.1			hypothetical protein			LSCM1_07511	564	187	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	4	CM030399.1	429143	429403	-							LSCM1_07512	261		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	4	CM030399.1	429143	429403	-			KAG5487555.1	hypothetical protein			LSCM1_07512	261		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	4	CM030399.1	429143	429403	-	KAG5487555.1			hypothetical protein			LSCM1_07512	261	86	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	4	CM030399.1	433009	434115	-							LSCM1_07513	1107		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	4	CM030399.1	433009	434115	-			KAG5487556.1	hypothetical protein			LSCM1_07513	1107		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	4	CM030399.1	433009	434115	-	KAG5487556.1			hypothetical protein			LSCM1_07513	1107	368	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	4	CM030399.1	435087	438272	-							LSCM1_07514	3186		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	4	CM030399.1	435087	438272	-			KAG5487557.1	hypothetical protein			LSCM1_07514	3186		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	4	CM030399.1	435087	438272	-	KAG5487557.1			hypothetical protein			LSCM1_07514	3186	1061	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	4	CM030399.1	439432	440562	-							LSCM1_07515	1131		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	4	CM030399.1	439432	440562	-			KAG5487558.1	hypothetical protein			LSCM1_07515	1131		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	4	CM030399.1	439432	440562	-	KAG5487558.1			hypothetical protein			LSCM1_07515	1131	376	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	4	CM030399.1	446573	449257	+							LSCM1_07516	2685		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	4	CM030399.1	446573	449257	+			KAG5487559.1	hypothetical protein			LSCM1_07516	2685		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	4	CM030399.1	446573	449257	+	KAG5487559.1			hypothetical protein			LSCM1_07516	2685	894	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	2772	5456	-							LSCM1_07676	2685		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	2772	5456	-			KAG5487009.1	hypothetical protein			LSCM1_07676	2685		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	2772	5456	-	KAG5487009.1			hypothetical protein			LSCM1_07676	2685	894	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	9960	12707	+							LSCM1_07677	2748		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	9960	12707	+			KAG5487010.1	hypothetical protein			LSCM1_07677	2748		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	9960	12707	+	KAG5487010.1			hypothetical protein			LSCM1_07677	2748	915	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	13200	13619	+							LSCM1_07678	420		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	13200	13619	+			KAG5487011.1	hypothetical protein			LSCM1_07678	420		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	13200	13619	+	KAG5487011.1			hypothetical protein			LSCM1_07678	420	139	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	14194	14781	+							LSCM1_07679	588		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	14194	14781	+			KAG5487012.1	hypothetical protein			LSCM1_07679	588		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	14194	14781	+	KAG5487012.1			hypothetical protein			LSCM1_07679	588	195	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	15870	17615	+							LSCM1_07680	1746		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	15870	17615	+			KAG5487013.1	hypothetical protein			LSCM1_07680	1746		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	15870	17615	+	KAG5487013.1			hypothetical protein			LSCM1_07680	1746	581	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	18790	21315	+							LSCM1_07681	2526		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	18790	21315	+			KAG5487014.1	hypothetical protein			LSCM1_07681	2526		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	18790	21315	+	KAG5487014.1			hypothetical protein			LSCM1_07681	2526	841	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	22554	25055	+							LSCM1_07682	2502		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	22554	25055	+			KAG5487015.1	hypothetical protein			LSCM1_07682	2502		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	22554	25055	+	KAG5487015.1			hypothetical protein			LSCM1_07682	2502	833	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	27105	27380	+							LSCM1_07683	276		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	27105	27380	+			KAG5487016.1	hypothetical protein			LSCM1_07683	276		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	27105	27380	+	KAG5487016.1			hypothetical protein			LSCM1_07683	276	91	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	28299	28907	+							LSCM1_07684	609		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	28299	28907	+			KAG5487017.1	hypothetical protein			LSCM1_07684	609		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	28299	28907	+	KAG5487017.1			hypothetical protein			LSCM1_07684	609	202	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	30231	30770	+							LSCM1_07685	540		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	30231	30770	+			KAG5487018.1	hypothetical protein			LSCM1_07685	540		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	30231	30770	+	KAG5487018.1			hypothetical protein			LSCM1_07685	540	179	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	32638	34551	+							LSCM1_07686	1914		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	32638	34551	+			KAG5487019.1	hypothetical protein			LSCM1_07686	1914		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	32638	34551	+	KAG5487019.1			hypothetical protein			LSCM1_07686	1914	637	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	38425	38796	+							LSCM1_07687	372		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	38425	38796	+			KAG5487020.1	hypothetical protein			LSCM1_07687	372		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	38425	38796	+	KAG5487020.1			hypothetical protein			LSCM1_07687	372	123	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	39752	40738	+							LSCM1_07688	987		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	39752	40738	+			KAG5487021.1	hypothetical protein			LSCM1_07688	987		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	39752	40738	+	KAG5487021.1			hypothetical protein			LSCM1_07688	987	328	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	42394	43692	+							LSCM1_07689	1299		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	42394	43692	+			KAG5487022.1	hypothetical protein			LSCM1_07689	1299		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	42394	43692	+	KAG5487022.1			hypothetical protein			LSCM1_07689	1299	432	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	46593	48638	+							LSCM1_07690	2046		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	46593	48638	+			KAG5487023.1	hypothetical protein			LSCM1_07690	2046		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	46593	48638	+	KAG5487023.1			hypothetical protein			LSCM1_07690	2046	681	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	50138	51463	+							LSCM1_07691	1326		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	50138	51463	+			KAG5487024.1	hypothetical protein			LSCM1_07691	1326		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	50138	51463	+	KAG5487024.1			hypothetical protein			LSCM1_07691	1326	441	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	52479	54071	+							LSCM1_07692	1593		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	52479	54071	+			KAG5487025.1	hypothetical protein			LSCM1_07692	1593		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	52479	54071	+	KAG5487025.1			hypothetical protein			LSCM1_07692	1593	530	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	54554	56770	+							LSCM1_07693	2217		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	54554	56770	+			KAG5487026.1	hypothetical protein			LSCM1_07693	2217		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	54554	56770	+	KAG5487026.1			hypothetical protein			LSCM1_07693	2217	738	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	57956	59356	+							LSCM1_07694	1401		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	57956	59356	+			KAG5487027.1	hypothetical protein			LSCM1_07694	1401		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	57956	59356	+	KAG5487027.1			hypothetical protein			LSCM1_07694	1401	466	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	60801	61898	+							LSCM1_07695	1098		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	60801	61898	+			KAG5487028.1	hypothetical protein			LSCM1_07695	1098		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	60801	61898	+	KAG5487028.1			hypothetical protein			LSCM1_07695	1098	365	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	63103	65439	+							LSCM1_07696	2337		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	63103	65439	+			KAG5487029.1	hypothetical protein			LSCM1_07696	2337		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	63103	65439	+	KAG5487029.1			hypothetical protein			LSCM1_07696	2337	778	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	66861	71378	+							LSCM1_07697	4518		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	66861	71378	+			KAG5487030.1	hypothetical protein			LSCM1_07697	4518		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	66861	71378	+	KAG5487030.1			hypothetical protein			LSCM1_07697	4518	1505	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	72771	75605	+							LSCM1_07698	2835		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	72771	75605	+			KAG5487031.1	hypothetical protein			LSCM1_07698	2835		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	72771	75605	+	KAG5487031.1			hypothetical protein			LSCM1_07698	2835	944	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	80346	82283	+							LSCM1_07699	1938		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	80346	82283	+			KAG5487032.1	hypothetical protein			LSCM1_07699	1938		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	80346	82283	+	KAG5487032.1			hypothetical protein			LSCM1_07699	1938	645	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	89939	90895	+							LSCM1_07702	957		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	89939	90895	+			KAG5487033.1	hypothetical protein			LSCM1_07702	957		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	89939	90895	+	KAG5487033.1			hypothetical protein			LSCM1_07702	957	318	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	91483	92157	+							LSCM1_07703	675		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	91483	92157	+			KAG5487034.1	hypothetical protein			LSCM1_07703	675		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	91483	92157	+	KAG5487034.1			hypothetical protein			LSCM1_07703	675	224	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	95150	95674	+							LSCM1_07704	525		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	95150	95674	+			KAG5487035.1	hypothetical protein			LSCM1_07704	525		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	95150	95674	+	KAG5487035.1			hypothetical protein			LSCM1_07704	525	174	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	97146	98630	+							LSCM1_07705	1485		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	97146	98630	+			KAG5487036.1	hypothetical protein			LSCM1_07705	1485		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	97146	98630	+	KAG5487036.1			hypothetical protein			LSCM1_07705	1485	494	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	99529	101547	+							LSCM1_07706	2019		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	99529	101547	+			KAG5487037.1	hypothetical protein			LSCM1_07706	2019		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	99529	101547	+	KAG5487037.1			hypothetical protein			LSCM1_07706	2019	672	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	102164	102709	+							LSCM1_07707	546		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	102164	102709	+			KAG5487038.1	hypothetical protein			LSCM1_07707	546		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	102164	102709	+	KAG5487038.1			hypothetical protein			LSCM1_07707	546	181	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	103924	106917	+							LSCM1_07708	2994		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	103924	106917	+			KAG5487039.1	hypothetical protein			LSCM1_07708	2994		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	103924	106917	+	KAG5487039.1			hypothetical protein			LSCM1_07708	2994	997	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	107655	108776	+							LSCM1_07709	1122		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	107655	108776	+			KAG5487040.1	hypothetical protein			LSCM1_07709	1122		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	107655	108776	+	KAG5487040.1			hypothetical protein			LSCM1_07709	1122	373	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	111293	112768	+							LSCM1_07710	1476		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	111293	112768	+			KAG5487041.1	hypothetical protein			LSCM1_07710	1476		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	111293	112768	+	KAG5487041.1			hypothetical protein			LSCM1_07710	1476	491	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	114042	115970	+							LSCM1_07711	1929		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	114042	115970	+			KAG5487042.1	hypothetical protein			LSCM1_07711	1929		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	114042	115970	+	KAG5487042.1			hypothetical protein			LSCM1_07711	1929	642	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	119583	124994	+							LSCM1_07713	5412		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	119583	124994	+			KAG5487043.1	hypothetical protein			LSCM1_07713	5412		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	119583	124994	+	KAG5487043.1			hypothetical protein			LSCM1_07713	5412	1803	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	129198	131549	+							LSCM1_07714	2352		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	129198	131549	+			KAG5487044.1	hypothetical protein			LSCM1_07714	2352		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	129198	131549	+	KAG5487044.1			hypothetical protein			LSCM1_07714	2352	783	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	133630	137268	+							LSCM1_07715	3639		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	133630	137268	+			KAG5487045.1	hypothetical protein			LSCM1_07715	3639		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	133630	137268	+	KAG5487045.1			hypothetical protein			LSCM1_07715	3639	1212	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	138426	141206	+							LSCM1_07716	2781		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	138426	141206	+			KAG5487046.1	hypothetical protein			LSCM1_07716	2781		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	138426	141206	+	KAG5487046.1			hypothetical protein			LSCM1_07716	2781	926	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	142293	142628	+							LSCM1_07717	336		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	142293	142628	+			KAG5487047.1	hypothetical protein			LSCM1_07717	336		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	142293	142628	+	KAG5487047.1			hypothetical protein			LSCM1_07717	336	111	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	145414	147405	+							LSCM1_07718	1992		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	145414	147405	+			KAG5487048.1	hypothetical protein			LSCM1_07718	1992		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	145414	147405	+	KAG5487048.1			hypothetical protein			LSCM1_07718	1992	663	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	147906	150458	+							LSCM1_07719	2553		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	147906	150458	+			KAG5487049.1	hypothetical protein			LSCM1_07719	2553		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	147906	150458	+	KAG5487049.1			hypothetical protein			LSCM1_07719	2553	850	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	151642	152232	+							LSCM1_07720	591		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	151642	152232	+			KAG5487050.1	hypothetical protein			LSCM1_07720	591		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	151642	152232	+	KAG5487050.1			hypothetical protein			LSCM1_07720	591	196	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	153051	154985	+							LSCM1_07721	1935		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	153051	154985	+			KAG5487051.1	hypothetical protein			LSCM1_07721	1935		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	153051	154985	+	KAG5487051.1			hypothetical protein			LSCM1_07721	1935	644	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	156958	157695	+							LSCM1_07722	738		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	156958	157695	+			KAG5487052.1	hypothetical protein			LSCM1_07722	738		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	156958	157695	+	KAG5487052.1			hypothetical protein			LSCM1_07722	738	245	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	159211	160917	+							LSCM1_07723	1707		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	159211	160917	+			KAG5487053.1	hypothetical protein			LSCM1_07723	1707		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	159211	160917	+	KAG5487053.1			hypothetical protein			LSCM1_07723	1707	568	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	163809	164315	+							LSCM1_07724	507		
mRNA		GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	163809	164315	+			KAG5487054.1	hypothetical protein			LSCM1_07724	507		
CDS	with_protein	GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	163809	164315	+	KAG5487054.1			hypothetical protein			LSCM1_07724	507	168	
gene	protein_coding	GCA_017916325.1	Primary Assembly	chromosome	5	CM030400.1	165194	166945	+							LSCM1_07725	1752		
