# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	13	FR799600.2	431257	431847	-							LDBPK_131200	591		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	13	FR799600.2	431257	431847	-	CBZ32619.1			hypothetical protein, conserved			LDBPK_131200	591	196	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	13	FR799600.2	435138	436400	-							LDBPK_131210	1263		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	13	FR799600.2	435138	436400	-	CBZ32620.1			hypothetical protein, unknown function			LDBPK_131210	1263	420	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	13	FR799600.2	442577	443974	-							LDBPK_131220	1398		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	13	FR799600.2	442577	443974	-	CBZ32621.1			hypothetical protein, conserved			LDBPK_131220	1398	465	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	13	FR799600.2	445957	447429	-							LDBPK_131230	1473		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	13	FR799600.2	445957	447429	-	CBZ32622.1			hypothetical protein, conserved			LDBPK_131230	1473	490	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	13	FR799600.2	448572	452750	-							LDBPK_131240	4179		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	13	FR799600.2	448572	452750	-	CBZ32623.1			hypothetical protein, conserved			LDBPK_131240	4179	1392	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	13	FR799600.2	454304	457738	-							LDBPK_131250	3435		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	13	FR799600.2	454304	457738	-	CBZ32624.1			hypothetical protein, conserved			LDBPK_131250	3435	1144	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	13	FR799600.2	459481	461994	-							LDBPK_131260	2514		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	13	FR799600.2	459481	461994	-	CBZ32625.1			hypothetical protein, conserved			LDBPK_131260	2514	837	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	13	FR799600.2	464269	466362	-							LDBPK_131270	2094		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	13	FR799600.2	464269	466362	-	CBZ32626.1			hypothetical protein, conserved			LDBPK_131270	2094	697	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	13	FR799600.2	467367	469136	-							LDBPK_131280	1770		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	13	FR799600.2	467367	469136	-	CBZ32627.1			endomembrane protein, putative			LDBPK_131280	1770	589	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	13	FR799600.2	470482	471696	-							LDBPK_131290	1215		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	13	FR799600.2	470482	471696	-	CBZ32628.1			hypothetical protein, conserved			LDBPK_131290	1215	404	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	13	FR799600.2	472158	474137	-							LDBPK_131300	1980		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	13	FR799600.2	472158	474137	-	CBZ32629.1			hypothetical protein, conserved			LDBPK_131300	1980	659	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	13	FR799600.2	479581	482580	-							LDBPK_131310	3000		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	13	FR799600.2	479581	482580	-	CBZ32630.1			hypothetical protein, unknown function			LDBPK_131310	3000	999	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	13	FR799600.2	488438	488854	-							LDBPK_131320	417		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	13	FR799600.2	488438	488854	-	CBZ32631.1			ubiquitin-conjugating enzyme-like protein			LDBPK_131320	417	138	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	13	FR799600.2	491460	493712	-							LDBPK_131330	2253		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	13	FR799600.2	491460	493712	-	CBZ32632.1			hypothetical protein, conserved			LDBPK_131330	2253	750	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	13	FR799600.2	495161	498775	-							LDBPK_131340	3615		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	13	FR799600.2	495161	498775	-	CBZ32633.1			hypothetical protein, conserved			LDBPK_131340	3615	1204	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	13	FR799600.2	502427	504613	-							LDBPK_131350	2187		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	13	FR799600.2	502427	504613	-	CBZ32634.1			MCAK-like kinesin, putative			LDBPK_131350	2187	728	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	13	FR799600.2	506560	508269	-							LDBPK_131360	1710		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	13	FR799600.2	506560	508269	-	CBZ32635.1			squalene monooxygenase-like protein			LDBPK_131360	1710	569	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	13	FR799600.2	510416	515155	-							LDBPK_131370	4740		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	13	FR799600.2	510416	515155	-	CBZ32636.1			mitochondrial DNA polymerase I protein D, putative			LDBPK_131370	4740	1579	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	13	FR799600.2	516600	518324	-							LDBPK_131380	1725		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	13	FR799600.2	516600	518324	-	CBZ32637.1			mitogen-activated protein kinase 7, putative			LDBPK_131380	1725	574	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	13	FR799600.2	520023	534020	-							LDBPK_131390	13998		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	13	FR799600.2	520023	534020	-	CBZ32638.1			dynein heavy chain, putative			LDBPK_131390	13998	4665	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	13	FR799600.2	535122	536738	-							LDBPK_131400	1617		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	13	FR799600.2	535122	536738	-	CBZ32639.1			chaperonin TCP20, putative			LDBPK_131400	1617	538	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	13	FR799600.2	537241	537561	-							LDBPK_131410	321		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	13	FR799600.2	537241	537561	-	CBZ32640.1			60S ribosomal protein L44, putative			LDBPK_131410	321	106	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	13	FR799600.2	538298	539116	-							LDBPK_131420	819		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	13	FR799600.2	538298	539116	-	CBZ32641.1			pyrroline-5-carboxylate reductase			LDBPK_131420	819	272	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	13	FR799600.2	540958	542781	+							LDBPK_131430	1824		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	13	FR799600.2	540958	542781	+	CBZ32642.1			hypothetical protein, conserved			LDBPK_131430	1824	607	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	13	FR799600.2	544457	545830	+							LDBPK_131440	1374		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	13	FR799600.2	544457	545830	+	CBZ32643.1			hypothetical protein, unknown function			LDBPK_131440	1374	457	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	13	FR799600.2	557716	558456	-							LDBPK_131560	741		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	13	FR799600.2	557716	558456	-	CBZ32644.1			hypothetical protein, conserved			LDBPK_131560	741	246	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	13	FR799600.2	561453	563330	-							LDBPK_131470	1878		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	13	FR799600.2	561453	563330	-	CBZ32645.1			hypothetical protein, conserved			LDBPK_131470	1878	625	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	13	FR799600.2	563908	568722	-							LDBPK_131480	4815		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	13	FR799600.2	563908	568722	-	CBZ32646.1			hypothetical protein, conserved			LDBPK_131480	4815	1604	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	13	FR799600.2	570195	570272	-							LDBPK_131490	78		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	13	FR799600.2	570195	570272	-	CBZ32647.1			EF hand-like protein			LDBPK_131490	78	25	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	13	FR799600.2	571570	572274	-							LDBPK_131500	705		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	13	FR799600.2	571570	572274	-	CBZ32648.1			programmed cell death 6 protein-like protein			LDBPK_131500	705	234	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	13	FR799600.2	573255	590201	-							LDBPK_131520	16947		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	13	FR799600.2	573255	590201	-	CBZ32649.1			hypothetical protein, conserved			LDBPK_131520	16947	5648	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	13	FR799600.2	573258	590201	-							LDBPK_131510	16944		partial
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	13	FR799600.2	573258	590201	-	CBZ32650.1			hypothetical protein, conserved			LDBPK_131510	16944	5648	partial
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	13	FR799600.2	593715	594191	-							LDBPK_131530	477		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	13	FR799600.2	593715	594191	-	CBZ32651.1			Ran-binding protein 1, putative			LDBPK_131530	477	158	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	13	FR799600.2	595049	597367	-							LDBPK_131540	2319		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	13	FR799600.2	595049	597367	-	CBZ32652.1			hypothetical protein, conserved			LDBPK_131540	2319	772	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	13	FR799600.2	598792	601965	-							LDBPK_131550	3174		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	13	FR799600.2	598792	601965	-	CBZ32653.1			hypothetical protein, conserved			LDBPK_131550	3174	1057	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	13	FR799600.2	612102	612633	-							LDBPK_131570	532		partial
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	13	FR799600.2	612102	612633	-	CBZ32654.1			phosphoprotein phosphatase, putative			LDBPK_131570	532	177	partial
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	13	FR799600.2	616583	619420	-							LDBPK_131580	2838		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	13	FR799600.2	616583	619420	-	CBZ32655.1			hypothetical protein, conserved			LDBPK_131580	2838	945	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	13	FR799600.2	622408	625701	-							LDBPK_131590	3294		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	13	FR799600.2	622408	625701	-	CBZ32656.1			phospholipid-transporting ATPase 1-like protein			LDBPK_131590	3294	1097	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	13	FR799600.2	627613	629076	-							LDBPK_131600	1464		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	13	FR799600.2	627613	629076	-	CBZ32657.1			hypothetical protein, unknown function			LDBPK_131600	1464	487	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	13	FR799600.2	630925	634479	-							LDBPK_131610	3555		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	13	FR799600.2	630925	634479	-	CBZ32658.1			hypothetical protein, conserved			LDBPK_131610	3555	1184	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	13	FR799600.2	635750	636847	-							LDBPK_131620	1098		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	13	FR799600.2	635750	636847	-	CBZ32659.1			ras-like small GTPases, putative			LDBPK_131620	1098	365	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	13	FR799600.2	643003	643758	-							LDBPK_131630	756		partial
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	13	FR799600.2	643003	643758	-	CBZ32660.1			phosphoprotein phosphatase-like protein			LDBPK_131630	756	252	partial
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	2746	3669	+							LDBPK_140010	924		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	2746	3669	+	CBZ32661.1			exosome complex exonuclease, putative			LDBPK_140010	924	307	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	4127	7270	+							LDBPK_140020	3144		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	4127	7270	+	CBZ32662.1			phosphatidylinositol 3-kinase 2, putative			LDBPK_140020	3144	1047	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	7778	8590	+							LDBPK_140030	813		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	7778	8590	+	CBZ32663.1			hypothetical protein, conserved			LDBPK_140030	813	270	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	9466	12534	+							LDBPK_140040	3069		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	9466	12534	+	CBZ32664.1			j-binding protein, putative			LDBPK_140040	3069	1022	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	14009	16210	+							LDBPK_140050	2202		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	14009	16210	+	CBZ32665.1			hypothetical protein, conserved			LDBPK_140050	2202	733	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	16760	17335	+							LDBPK_140060	576		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	16760	17335	+	CBZ32666.1			hypothetical protein, conserved			LDBPK_140060	576	191	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	18007	18846	+							LDBPK_140070	840		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	18007	18846	+	CBZ32667.1			hypothetical protein, unknown function			LDBPK_140070	840	279	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	19878	20714	+							LDBPK_140080	837		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	19878	20714	+	CBZ32668.1			hypothetical protein, conserved			LDBPK_140080	837	278	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	21332	22486	+							LDBPK_140090	1155		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	21332	22486	+	CBZ32669.1			hypothetical protein, conserved			LDBPK_140090	1155	384	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	23658	26747	+							LDBPK_140100	3090		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	23658	26747	+	CBZ32670.1			hypothetical protein, conserved			LDBPK_140100	3090	1029	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	27710	29281	+							LDBPK_140110	1572		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	27710	29281	+	CBZ32671.1			hypothetical protein, conserved			LDBPK_140110	1572	523	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	30077	31150	+							LDBPK_140120	1074		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	30077	31150	+	CBZ32672.1			hypothetical protein, conserved			LDBPK_140120	1074	357	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	32037	33095	+							LDBPK_140130	1059		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	32037	33095	+	CBZ32673.1			nucleoside hydrolase-like protein			LDBPK_140130	1059	352	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	35196	36773	+							LDBPK_140140	1578		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	35196	36773	+	CBZ32674.1			histone acetyltransferase, putative			LDBPK_140140	1578	525	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	37776	38321	+							LDBPK_140150	546		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	37776	38321	+	CBZ32675.1			60S ribosomal protein, putative			LDBPK_140150	546	181	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	39121	40203	+							LDBPK_140160	1083		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	39121	40203	+	CBZ32676.1			hypothetical protein, conserved			LDBPK_140160	1083	360	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	43530	45587	+							LDBPK_140170	2058		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	43530	45587	+	CBZ32677.1			hypothetical protein, conserved			LDBPK_140170	2058	685	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	46667	48181	+							LDBPK_140180	1515		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	46667	48181	+	CBZ32678.1			carboxypeptidase, putative			LDBPK_140180	1515	504	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	49283	49882	+							LDBPK_140190	600		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	49283	49882	+	CBZ32679.1			hypothetical protein, conserved			LDBPK_140190	600	199	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	51482	52003	+							LDBPK_140200	522		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	51482	52003	+	CBZ32680.1			hypothetical protein, unknown function			LDBPK_140200	522	173	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	53842	55173	+							LDBPK_140210	1332		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	53842	55173	+	CBZ32681.1			hypothetical protein, conserved			LDBPK_140210	1332	443	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	57021	58385	+							LDBPK_140220	1365		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	57021	58385	+	CBZ32682.1			hypothetical protein, conserved			LDBPK_140220	1365	454	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	62799	68336	+							LDBPK_140230	5538		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	62799	68336	+	CBZ32683.1			hypothetical protein, conserved			LDBPK_140230	5538	1845	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	69310	69738	+							LDBPK_140240	429		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	69310	69738	+	CBZ32684.1			hypothetical protein, conserved			LDBPK_140240	429	142	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	70392	70910	+							LDBPK_140250	519		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	70392	70910	+	CBZ32685.1			hypothetical protein, conserved			LDBPK_140250	519	172	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	73183	75351	+							LDBPK_140260	2169		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	73183	75351	+	CBZ32686.1			hypothetical protein, conserved			LDBPK_140260	2169	722	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	76491	77975	+							LDBPK_140270	1485		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	76491	77975	+	CBZ32687.1			hypothetical protein, conserved			LDBPK_140270	1485	494	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	79002	81893	+							LDBPK_140280	2892		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	79002	81893	+	CBZ32688.1			hypothetical protein, conserved			LDBPK_140280	2892	963	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	83192	84034	+							LDBPK_140290	843		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	83192	84034	+	CBZ32689.1			hypothetical protein, conserved			LDBPK_140290	843	280	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	84811	85533	+							LDBPK_140300	723		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	84811	85533	+	CBZ32690.1			hypothetical protein, conserved			LDBPK_140300	723	240	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	86309	87166	+							LDBPK_140310	858		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	86309	87166	+	CBZ32691.1			proteasome alpha 3 subunit, putative			LDBPK_140310	858	285	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	90020	92431	+							LDBPK_140320	2412		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	90020	92431	+	CBZ32692.1			amino acid permease, putative			LDBPK_140320	2412	803	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	94239	96374	+							LDBPK_140330	2136		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	94239	96374	+	CBZ32693.1			hypothetical protein, unknown function			LDBPK_140330	2136	711	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	100975	104268	+							LDBPK_140340	3294		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	100975	104268	+	CBZ32694.1			inositol polyphosphate kinase-like protein, putative			LDBPK_140340	3294	1097	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	106655	108685	+							LDBPK_140350	2031		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	106655	108685	+	CBZ32695.1			threonine synthase, putative			LDBPK_140350	2031	676	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	110666	113791	+							LDBPK_140360	3126		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	110666	113791	+	CBZ32696.1			hypothetical protein, conserved			LDBPK_140360	3126	1041	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	115139	116629	+							LDBPK_140370	1491		partial
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	115139	116629	+	CBZ32697.1			hypothetical protein, conserved			LDBPK_140370	1491	497	partial
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	125238	127061	+							LDBPK_140380	1824		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	125238	127061	+	CBZ32698.1			hypothetical protein, conserved			LDBPK_140380	1824	607	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	132416	132526	+							LDBPK_140390	111		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	132416	132526	+	CBZ32699.1			hypothetical protein, conserved			LDBPK_140390	111	36	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	135623	136555	+							LDBPK_140400	933		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	135623	136555	+	CBZ32700.1			hypothetical protein, conserved			LDBPK_140400	933	310	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	140581	141156	+							LDBPK_140410	576		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	140581	141156	+	CBZ32701.1			hypothetical protein, conserved			LDBPK_140410	576	191	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	141781	144993	+							LDBPK_140420	3213		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	141781	144993	+	CBZ32702.1			hypothetical protein, conserved			LDBPK_140420	3213	1070	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	146129	148582	+							LDBPK_140430	2454		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	146129	148582	+	CBZ32703.1			hypothetical protein, conserved			LDBPK_140430	2454	817	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	149638	150951	+							LDBPK_140440	1314		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	149638	150951	+	CBZ32704.1			hypothetical protein, conserved			LDBPK_140440	1314	437	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	151696	153348	+							LDBPK_140450	1653		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	151696	153348	+	CBZ32705.1			hypothetical protein, conserved			LDBPK_140450	1653	550	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	156025	156993	+							LDBPK_140460	969		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	156025	156993	+	CBZ32706.1			hypothetical protein, conserved			LDBPK_140460	969	322	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	157732	159291	+							LDBPK_140470	1560		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	157732	159291	+	CBZ32707.1			cystathionine beta-lyase-like protein			LDBPK_140470	1560	519	
gene	pseudogene	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	161863	162411	+							LDBPK_140480	549		pseudo
CDS	without_protein	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	161863	162411	+				hypothetical protein			LDBPK_140480	549		pseudo
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	173710	173961	-							LDBPK_140490	252		partial
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	173710	173961	-	CBZ32709.1			hypothetical protein, unknown function			LDBPK_140490	252	84	partial
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	179083	179910	-							LDBPK_140500	828		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	179083	179910	-	CBZ32710.1			hypothetical protein, unknown function			LDBPK_140500	828	275	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	184704	186350	-							LDBPK_140510	1647		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	184704	186350	-	CBZ32711.1			hypothetical protein, unknown function			LDBPK_140510	1647	548	
gene	protein_coding	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	190593	191996	-							LDBPK_140520	1404		
CDS	with_protein	GCA_000227135.2	Primary Assembly	chromosome	14	FR799601.2	190593	191996	-	CBZ32712.1			stearic acid desaturase, putative			LDBPK_140520	1404	467	
