# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	257127	261824	-							CUR178_07954	4698		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	257127	261824	-			KAG5486587.1	hypothetical protein			CUR178_07954	4698		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	257127	261824	-	KAG5486587.1			hypothetical protein			CUR178_07954	4698	1565	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	263806	264708	-							CUR178_07955	903		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	263806	264708	-			KAG5486588.1	hypothetical protein			CUR178_07955	903		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	263806	264708	-	KAG5486588.1			hypothetical protein			CUR178_07955	903	300	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	266711	267514	-							CUR178_07956	804		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	266711	267514	-			KAG5486589.1	hypothetical protein			CUR178_07956	804		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	266711	267514	-	KAG5486589.1			hypothetical protein			CUR178_07956	804	267	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	268336	277704	-							CUR178_07957	9369		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	268336	277704	-			KAG5486590.1	hypothetical protein			CUR178_07957	9369		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	268336	277704	-	KAG5486590.1			hypothetical protein			CUR178_07957	9369	3122	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	279194	279688	-							CUR178_07958	495		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	279194	279688	-			KAG5486591.1	hypothetical protein			CUR178_07958	495		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	279194	279688	-	KAG5486591.1			hypothetical protein			CUR178_07958	495	164	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	280528	284526	-							CUR178_07959	3999		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	280528	284526	-			KAG5486592.1	hypothetical protein			CUR178_07959	3777		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	280528	284526	-	KAG5486592.1			hypothetical protein			CUR178_07959	3777	1258	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	287407	288414	-							CUR178_07960	1008		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	287407	288414	-			KAG5486593.1	hypothetical protein			CUR178_07960	1008		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	287407	288414	-	KAG5486593.1			hypothetical protein			CUR178_07960	1008	335	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	289075	289677	-							CUR178_07961	603		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	289075	289677	-			KAG5486594.1	hypothetical protein			CUR178_07961	603		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	289075	289677	-	KAG5486594.1			hypothetical protein			CUR178_07961	603	200	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	291083	292066	-							CUR178_07962	984		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	291083	292066	-			KAG5486595.1	hypothetical protein			CUR178_07962	984		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	291083	292066	-	KAG5486595.1			hypothetical protein			CUR178_07962	984	327	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	293455	297132	-							CUR178_07963	3678		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	293455	297132	-			KAG5486596.1	hypothetical protein			CUR178_07963	3678		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	293455	297132	-	KAG5486596.1			hypothetical protein			CUR178_07963	3678	1225	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	297791	298342	-							CUR178_07964	552		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	297791	298342	-			KAG5486597.1	hypothetical protein			CUR178_07964	552		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	297791	298342	-	KAG5486597.1			hypothetical protein			CUR178_07964	552	183	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	300032	300664	-							CUR178_07965	633		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	300032	300664	-			KAG5486598.1	hypothetical protein			CUR178_07965	633		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	300032	300664	-	KAG5486598.1			hypothetical protein			CUR178_07965	633	210	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	301801	302262	-							CUR178_07966	462		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	301801	302262	-			KAG5486599.1	hypothetical protein			CUR178_07966	462		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	301801	302262	-	KAG5486599.1			hypothetical protein			CUR178_07966	462	153	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	303428	303874	-							CUR178_07967	447		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	303428	303874	-			KAG5486600.1	hypothetical protein			CUR178_07967	447		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	303428	303874	-	KAG5486600.1			hypothetical protein			CUR178_07967	447	148	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	306160	308493	-							CUR178_07968	2334		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	306160	308493	-			KAG5486601.1	hypothetical protein			CUR178_07968	2334		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	306160	308493	-	KAG5486601.1			hypothetical protein			CUR178_07968	2334	777	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	309553	312717	-							CUR178_07969	3165		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	309553	312717	-			KAG5486602.1	hypothetical protein			CUR178_07969	3165		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	309553	312717	-	KAG5486602.1			hypothetical protein			CUR178_07969	3165	1054	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	313730	316105	-							CUR178_07970	2376		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	313730	316105	-			KAG5486603.1	hypothetical protein			CUR178_07970	2376		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	313730	316105	-	KAG5486603.1			hypothetical protein			CUR178_07970	2376	791	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	318241	320430	-							CUR178_07971	2190		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	318241	320430	-			KAG5486604.1	hypothetical protein			CUR178_07971	2190		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	318241	320430	-	KAG5486604.1			hypothetical protein			CUR178_07971	2190	729	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	321704	323605	-							CUR178_07972	1902		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	321704	323605	-			KAG5486605.1	hypothetical protein			CUR178_07972	1902		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	321704	323605	-	KAG5486605.1			hypothetical protein			CUR178_07972	1902	633	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	324441	326786	-							CUR178_07973	2346		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	324441	326786	-			KAG5486606.1	hypothetical protein			CUR178_07973	2346		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	324441	326786	-	KAG5486606.1			hypothetical protein			CUR178_07973	2346	781	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	327820	328461	-							CUR178_07974	642		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	327820	328461	-			KAG5486607.1	hypothetical protein			CUR178_07974	642		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	327820	328461	-	KAG5486607.1			hypothetical protein			CUR178_07974	642	213	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	329441	329962	-							CUR178_07975	522		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	329441	329962	-			KAG5486608.1	hypothetical protein			CUR178_07975	522		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	329441	329962	-	KAG5486608.1			hypothetical protein			CUR178_07975	522	173	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	331152	331673	-							CUR178_07976	522		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	331152	331673	-			KAG5486609.1	hypothetical protein			CUR178_07976	522		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	331152	331673	-	KAG5486609.1			hypothetical protein			CUR178_07976	522	173	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	332519	334309	-							CUR178_07977	1791		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	332519	334309	-			KAG5486610.1	hypothetical protein			CUR178_07977	1791		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	332519	334309	-	KAG5486610.1			hypothetical protein			CUR178_07977	1791	596	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	335130	338603	-							CUR178_07978	3474		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	335130	338603	-			KAG5486611.1	hypothetical protein			CUR178_07978	3474		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	335130	338603	-	KAG5486611.1			hypothetical protein			CUR178_07978	3474	1157	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	340116	341033	-							CUR178_07979	918		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	340116	341033	-			KAG5486612.1	hypothetical protein			CUR178_07979	918		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	340116	341033	-	KAG5486612.1			hypothetical protein			CUR178_07979	918	305	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	341744	343759	-							CUR178_07980	2016		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	341744	343759	-			KAG5486613.1	hypothetical protein			CUR178_07980	2016		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	341744	343759	-	KAG5486613.1			hypothetical protein			CUR178_07980	2016	671	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	344492	345742	-							CUR178_07981	1251		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	344492	345742	-			KAG5486614.1	hypothetical protein			CUR178_07981	1251		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	344492	345742	-	KAG5486614.1			hypothetical protein			CUR178_07981	1251	416	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	346700	350905	-							CUR178_07982	4206		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	346700	350905	-			KAG5486615.1	hypothetical protein			CUR178_07982	4206		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	346700	350905	-	KAG5486615.1			hypothetical protein			CUR178_07982	4206	1401	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	351795	354344	-							CUR178_07983	2550		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	351795	354344	-			KAG5486616.1	hypothetical protein			CUR178_07983	2550		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	351795	354344	-	KAG5486616.1			hypothetical protein			CUR178_07983	2550	849	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	355695	356891	-							CUR178_07984	1197		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	355695	356891	-			KAG5486617.1	hypothetical protein			CUR178_07984	1197		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	355695	356891	-	KAG5486617.1			hypothetical protein			CUR178_07984	1197	398	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	357845	358540	-							CUR178_07985	696		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	357845	358540	-			KAG5486618.1	hypothetical protein			CUR178_07985	696		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	357845	358540	-	KAG5486618.1			hypothetical protein			CUR178_07985	696	231	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	359715	363476	-							CUR178_07986	3762		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	359715	363476	-			KAG5486619.1	hypothetical protein			CUR178_07986	3762		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	359715	363476	-	KAG5486619.1			hypothetical protein			CUR178_07986	3762	1253	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	364905	365405	-							CUR178_07987	501		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	364905	365405	-			KAG5486620.1	hypothetical protein			CUR178_07987	501		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	364905	365405	-	KAG5486620.1			hypothetical protein			CUR178_07987	501	166	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	366937	370485	-							CUR178_07988	3549		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	366937	370485	-			KAG5486621.1	hypothetical protein			CUR178_07988	3549		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	366937	370485	-	KAG5486621.1			hypothetical protein			CUR178_07988	3549	1182	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	372248	377815	-							CUR178_07989	5568		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	372248	377815	-			KAG5486622.1	hypothetical protein			CUR178_07989	5568		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	372248	377815	-	KAG5486622.1			hypothetical protein			CUR178_07989	5568	1855	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	379989	380711	-							CUR178_07990	723		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	379989	380711	-			KAG5486623.1	hypothetical protein			CUR178_07990	723		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	379989	380711	-	KAG5486623.1			hypothetical protein			CUR178_07990	723	240	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	382561	384327	-							CUR178_07991	1767		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	382561	384327	-			KAG5486624.1	hypothetical protein			CUR178_07991	1767		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	382561	384327	-	KAG5486624.1			hypothetical protein			CUR178_07991	1767	588	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	385915	386379	-							CUR178_07992	465		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	385915	386379	-			KAG5486625.1	hypothetical protein			CUR178_07992	465		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	385915	386379	-	KAG5486625.1			hypothetical protein			CUR178_07992	465	154	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	387313	388785	-							CUR178_07993	1473		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	387313	388785	-			KAG5486626.1	hypothetical protein			CUR178_07993	1473		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	387313	388785	-	KAG5486626.1			hypothetical protein			CUR178_07993	1473	490	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	390202	390843	-							CUR178_07994	642		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	390202	390843	-			KAG5486627.1	hypothetical protein			CUR178_07994	642		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	390202	390843	-	KAG5486627.1			hypothetical protein			CUR178_07994	642	213	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	391743	392369	-							CUR178_07995	627		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	391743	392369	-			KAG5486628.1	hypothetical protein			CUR178_07995	627		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	391743	392369	-	KAG5486628.1			hypothetical protein			CUR178_07995	627	208	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	393213	394745	-							CUR178_07996	1533		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	393213	394745	-			KAG5486629.1	hypothetical protein			CUR178_07996	1533		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	393213	394745	-	KAG5486629.1			hypothetical protein			CUR178_07996	1533	510	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	395553	396857	-							CUR178_07997	1305		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	395553	396857	-			KAG5486630.1	hypothetical protein			CUR178_07997	1305		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	395553	396857	-	KAG5486630.1			hypothetical protein			CUR178_07997	1305	434	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	397229	400996	-							CUR178_07998	3768		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	397229	400996	-			KAG5486631.1	hypothetical protein			CUR178_07998	3768		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	397229	400996	-	KAG5486631.1			hypothetical protein			CUR178_07998	3768	1255	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	401683	402585	-							CUR178_07999	903		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	401683	402585	-			KAG5486632.1	hypothetical protein			CUR178_07999	903		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	401683	402585	-	KAG5486632.1			hypothetical protein			CUR178_07999	903	300	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	403543	407070	-							CUR178_08000	3528		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	403543	407070	-			KAG5486633.1	hypothetical protein			CUR178_08000	3528		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	403543	407070	-	KAG5486633.1			hypothetical protein			CUR178_08000	3528	1175	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	408375	409046	-							CUR178_08001	672		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	408375	409046	-			KAG5486634.1	hypothetical protein			CUR178_08001	672		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	408375	409046	-	KAG5486634.1			hypothetical protein			CUR178_08001	672	223	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	410338	411150	-							CUR178_08002	813		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	410338	411150	-			KAG5486635.1	hypothetical protein			CUR178_08002	813		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	410338	411150	-	KAG5486635.1			hypothetical protein			CUR178_08002	813	270	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	412769	413713	-							CUR178_08003	945		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	412769	413713	-			KAG5486636.1	hypothetical protein			CUR178_08003	945		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	412769	413713	-	KAG5486636.1			hypothetical protein			CUR178_08003	945	314	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	415604	416671	-							CUR178_08004	1068		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	415604	416671	-			KAG5486637.1	hypothetical protein			CUR178_08004	1068		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	415604	416671	-	KAG5486637.1			hypothetical protein			CUR178_08004	1068	355	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	418002	419447	-							CUR178_08005	1446		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	418002	419447	-			KAG5486638.1	hypothetical protein			CUR178_08005	1446		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	418002	419447	-	KAG5486638.1			hypothetical protein			CUR178_08005	1446	481	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	420003	420422	-							CUR178_08006	420		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	420003	420422	-			KAG5486639.1	hypothetical protein			CUR178_08006	420		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	420003	420422	-	KAG5486639.1			hypothetical protein			CUR178_08006	420	139	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	421166	423799	-							CUR178_08007	2634		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	421166	423799	-			KAG5486640.1	hypothetical protein			CUR178_08007	2634		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	421166	423799	-	KAG5486640.1			hypothetical protein			CUR178_08007	2634	877	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	424684	429072	-							CUR178_08008	4389		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	424684	429072	-			KAG5486641.1	hypothetical protein			CUR178_08008	4389		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	424684	429072	-	KAG5486641.1			hypothetical protein			CUR178_08008	4389	1462	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	430125	430451	-							CUR178_08009	327		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	430125	430451	-			KAG5486642.1	hypothetical protein			CUR178_08009	327		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	430125	430451	-	KAG5486642.1			hypothetical protein			CUR178_08009	327	108	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	431012	433885	-							CUR178_08010	2874		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	431012	433885	-			KAG5486643.1	hypothetical protein			CUR178_08010	2874		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	431012	433885	-	KAG5486643.1			hypothetical protein			CUR178_08010	2874	957	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	435761	437980	-							CUR178_08011	2220		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	435761	437980	-			KAG5486644.1	hypothetical protein			CUR178_08011	2220		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	435761	437980	-	KAG5486644.1			hypothetical protein			CUR178_08011	2220	739	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	438967	439896	-							CUR178_08012	930		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	438967	439896	-			KAG5486645.1	hypothetical protein			CUR178_08012	930		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	438967	439896	-	KAG5486645.1			hypothetical protein			CUR178_08012	930	309	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	440700	441596	-							CUR178_08013	897		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	440700	441596	-			KAG5486646.1	hypothetical protein			CUR178_08013	897		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	440700	441596	-	KAG5486646.1			hypothetical protein			CUR178_08013	897	298	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	442280	442786	-							CUR178_08014	507		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	442280	442786	-			KAG5486647.1	hypothetical protein			CUR178_08014	507		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	442280	442786	-	KAG5486647.1			hypothetical protein			CUR178_08014	507	168	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	444594	445649	-							CUR178_08015	1056		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	444594	445649	-			KAG5486648.1	hypothetical protein			CUR178_08015	1056		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	444594	445649	-	KAG5486648.1			hypothetical protein			CUR178_08015	1056	351	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	446910	447533	-							CUR178_08016	624		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	446910	447533	-			KAG5486649.1	hypothetical protein			CUR178_08016	624		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	446910	447533	-	KAG5486649.1			hypothetical protein			CUR178_08016	624	207	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	457544	458479	-							CUR178_08017	936		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	457544	458479	-			KAG5486650.1	hypothetical protein			CUR178_08017	936		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	457544	458479	-	KAG5486650.1			hypothetical protein			CUR178_08017	936	311	
gene	protein_coding	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	460994	468532	-							CUR178_08018	7539		
mRNA		GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	460994	468532	-			KAG5486651.1	hypothetical protein			CUR178_08018	7539		
CDS	with_protein	GCA_017916305.1	Primary Assembly	chromosome	4	CM030579.1	460994	468532	-	KAG5486651.1			hypothetical protein			CUR178_08018	7539	2512	
