# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	229682	232516	-							LPMP_130630	2835		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	229682	232516	-			AIN96492.1	hypothetical protein			LPMP_130630	2835		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	229682	232516	-	AIN96492.1			hypothetical protein			LPMP_130630	2835	944	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	234751	235614	-							LPMP_130640	864		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	234751	235614	-			AIN96493.1	hypothetical protein			LPMP_130640	864		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	234751	235614	-	AIN96493.1			hypothetical protein			LPMP_130640	864	287	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	236726	242872	-							LPMP_130650	6147		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	236726	242872	-			AIN96494.1	hypothetical protein			LPMP_130650	6147		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	236726	242872	-	AIN96494.1			hypothetical protein			LPMP_130650	6147	2048	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	243743	245413	-							LPMP_130660	1671		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	243743	245413	-			AIN96495.1	hypothetical protein			LPMP_130660	1671		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	243743	245413	-	AIN96495.1			hypothetical protein			LPMP_130660	1671	556	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	246671	248518	-							LPMP_130670	1848		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	246671	248518	-			AIN96496.1	protein kinase, putative			LPMP_130670	1848		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	246671	248518	-	AIN96496.1			protein kinase, putative			LPMP_130670	1848	615	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	251595	253625	-							LPMP_130680	2031		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	251595	253625	-			AIN96497.1	hypothetical protein			LPMP_130680	2031		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	251595	253625	-	AIN96497.1			hypothetical protein			LPMP_130680	2031	676	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	254543	255244	-							LPMP_130690	702		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	254543	255244	-			AIN96498.1	hypothetical protein			LPMP_130690	702		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	254543	255244	-	AIN96498.1			hypothetical protein			LPMP_130690	702	233	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	257773	265644	-							LPMP_130700	7872		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	257773	265644	-			AIN96499.1	hypothetical protein			LPMP_130700	7872		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	257773	265644	-	AIN96499.1			hypothetical protein			LPMP_130700	7872	2623	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	268914	269672	-							LPMP_130710	759		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	268914	269672	-			AIN96500.1	hypothetical protein			LPMP_130710	759		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	268914	269672	-	AIN96500.1			hypothetical protein			LPMP_130710	759	252	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	270682	274443	-							LPMP_130720	3762		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	270682	274443	-			AIN96501.1	hypothetical protein			LPMP_130720	3762		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	270682	274443	-	AIN96501.1			hypothetical protein			LPMP_130720	3762	1253	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	275140	277743	-							LPMP_130730	2604		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	275140	277743	-			AIN96502.1	hypothetical protein			LPMP_130730	2604		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	275140	277743	-	AIN96502.1			hypothetical protein			LPMP_130730	2604	867	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	280325	282706	-							LPMP_130740	2382		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	280325	282706	-			AIN96503.1	hypothetical protein			LPMP_130740	2382		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	280325	282706	-	AIN96503.1			hypothetical protein			LPMP_130740	2382	793	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	283974	284999	-							LPMP_130750	1026		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	283974	284999	-			AIN96504.1	hypothetical protein			LPMP_130750	1026		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	283974	284999	-	AIN96504.1			hypothetical protein			LPMP_130750	1026	341	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	286231	287814	-							LPMP_130760	1584		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	286231	287814	-			AIN96505.1	mitochondrial processing peptidase alpha subunit, putative			LPMP_130760	1584		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	286231	287814	-	AIN96505.1			mitochondrial processing peptidase alpha subunit, putative			LPMP_130760	1584	527	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	291688	293745	-							LPMP_130770	2058		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	291688	293745	-			AIN96506.1	hypothetical protein			LPMP_130770	2058		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	291688	293745	-	AIN96506.1			hypothetical protein			LPMP_130770	2058	685	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	294744	295730	-							LPMP_130780	987		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	294744	295730	-			AIN96507.1	hypothetical protein			LPMP_130780	987		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	294744	295730	-	AIN96507.1			hypothetical protein			LPMP_130780	987	328	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	296405	298210	-							LPMP_130790	1806		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	296405	298210	-			AIN96508.1	hypothetical protein			LPMP_130790	1806		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	296405	298210	-	AIN96508.1			hypothetical protein			LPMP_130790	1806	601	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	299756	302455	-							LPMP_130800	2700		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	299756	302455	-			AIN96509.1	hypothetical protein			LPMP_130800	2700		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	299756	302455	-	AIN96509.1			hypothetical protein			LPMP_130800	2700	899	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	304665	309419	-							LPMP_130810	4755		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	304665	309419	-			AIN96510.1	hypothetical protein			LPMP_130810	4755		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	304665	309419	-	AIN96510.1			hypothetical protein			LPMP_130810	4755	1584	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	310037	310864	-							LPMP_130820	828		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	310037	310864	-			AIN96511.1	glycosyltransferase family-like protein			LPMP_130820	828		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	310037	310864	-	AIN96511.1			glycosyltransferase family-like protein			LPMP_130820	828	275	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	311857	314058	-							LPMP_130830	2202		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	311857	314058	-			AIN96512.1	N(2), N(2)-dimethylguanosine tRNA methyltransferase, putative			LPMP_130830	2202		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	311857	314058	-	AIN96512.1			N(2), N(2)-dimethylguanosine tRNA methyltransferase, putative			LPMP_130830	2202	733	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	314900	316351	-							LPMP_130840	1452		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	314900	316351	-			AIN96513.1	actin-like protein, putative			LPMP_130840	1452		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	314900	316351	-	AIN96513.1			actin-like protein, putative			LPMP_130840	1452	483	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	317092	318855	-							LPMP_130850	1764		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	317092	318855	-			AIN96514.1	katanin-like protein			LPMP_130850	1764		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	317092	318855	-	AIN96514.1			katanin-like protein			LPMP_130850	1764	587	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	319974	321932	-							LPMP_130860	1959		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	319974	321932	-			AIN96515.1	hypothetical protein			LPMP_130860	1959		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	319974	321932	-	AIN96515.1			hypothetical protein			LPMP_130860	1959	652	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	322958	327982	-							LPMP_130870	5025		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	322958	327982	-			AIN96516.1	AMP deaminase, putative			LPMP_130870	5025		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	322958	327982	-	AIN96516.1			AMP deaminase, putative			LPMP_130870	5025	1674	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	328629	330134	-							LPMP_130880	1506		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	328629	330134	-			AIN96517.1	hypothetical protein			LPMP_130880	1506		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	328629	330134	-	AIN96517.1			hypothetical protein			LPMP_130880	1506	501	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	330987	332369	-							LPMP_130890	1383		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	330987	332369	-			AIN96518.1	hypothetical protein			LPMP_130890	1383		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	330987	332369	-	AIN96518.1			hypothetical protein			LPMP_130890	1383	460	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	333383	334366	-							LPMP_130900	984		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	333383	334366	-			AIN96519.1	hypothetical protein			LPMP_130900	984		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	333383	334366	-	AIN96519.1			hypothetical protein			LPMP_130900	984	327	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	335720	339250	-							LPMP_130910	3531		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	335720	339250	-			AIN96520.1	hypothetical protein			LPMP_130910	3531		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	335720	339250	-	AIN96520.1			hypothetical protein			LPMP_130910	3531	1176	
gene	pseudogene	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	340712	341955	-							LPMP_130920	1244		pseudo
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	342323	343426	-							LPMP_130930	1104		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	342323	343426	-			AIN96521.1	hypothetical protein			LPMP_130930	1104		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	342323	343426	-	AIN96521.1			hypothetical protein			LPMP_130930	1104	367	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	344139	349496	-							LPMP_130940	5358		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	344139	349496	-			AIN96522.1	subtilisin-like serine peptidase			LPMP_130940	5358		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	344139	349496	-	AIN96522.1			subtilisin-like serine peptidase			LPMP_130940	5358	1785	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	353988	354707	-							LPMP_130950	720		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	353988	354707	-			AIN96523.1	hypothetical protein			LPMP_130950	720		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	353988	354707	-	AIN96523.1			hypothetical protein			LPMP_130950	720	239	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	356647	357573	-							LPMP_130960	927		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	356647	357573	-			AIN96524.1	NADH-cytochrome b5 reductase, putative			LPMP_130960	927		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	356647	357573	-	AIN96524.1			NADH-cytochrome b5 reductase, putative			LPMP_130960	927	308	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	361211	362527	-							LPMP_130970	1317		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	361211	362527	-			AIN96525.1	proteasome regulatory ATPase subunit 2, putative			LPMP_130970	1317		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	361211	362527	-	AIN96525.1			proteasome regulatory ATPase subunit 2, putative			LPMP_130970	1317	438	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	364152	367379	-							LPMP_130980	3228		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	364152	367379	-			AIN96526.1	leucyl-tRNA synthetase, putative			LPMP_130980	3228		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	364152	367379	-	AIN96526.1			leucyl-tRNA synthetase, putative			LPMP_130980	3228	1075	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	368840	370387	-							LPMP_130990	1548		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	368840	370387	-			AIN96527.1	hypothetical protein			LPMP_130990	1548		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	368840	370387	-	AIN96527.1			hypothetical protein			LPMP_130990	1548	515	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	371572	371841	-							LPMP_131000	270		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	371572	371841	-			AIN96528.1	DNA-directed RNA polymerase I subunit, putative			LPMP_131000	270		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	371572	371841	-	AIN96528.1			DNA-directed RNA polymerase I subunit, putative			LPMP_131000	270	89	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	373093	374868	-							LPMP_131010	1776		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	373093	374868	-			AIN96529.1	hypothetical protein			LPMP_131010	1776		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	373093	374868	-	AIN96529.1			hypothetical protein			LPMP_131010	1776	591	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	376069	377304	-							LPMP_131020	1236		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	376069	377304	-			AIN96530.1	hypothetical protein			LPMP_131020	1236		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	376069	377304	-	AIN96530.1			hypothetical protein			LPMP_131020	1236	411	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	378040	379002	-							LPMP_131030	963		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	378040	379002	-			AIN96531.1	hypothetical protein			LPMP_131030	963		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	378040	379002	-	AIN96531.1			hypothetical protein			LPMP_131030	963	320	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	379933	380586	-							LPMP_131040	654		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	379933	380586	-			AIN96532.1	calmodulin, putative			LPMP_131040	654		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	379933	380586	-	AIN96532.1			calmodulin, putative			LPMP_131040	654	217	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	381388	382914	-							LPMP_131050	1527		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	381388	382914	-			AIN96533.1	hypothetical protein			LPMP_131050	1527		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	381388	382914	-	AIN96533.1			hypothetical protein			LPMP_131050	1527	508	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	384248	384604	-							LPMP_131060	357		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	384248	384604	-			AIN96534.1	outer arm dynein-like protein			LPMP_131060	357		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	384248	384604	-	AIN96534.1			outer arm dynein-like protein			LPMP_131060	357	118	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	386802	388940	-							LPMP_131070	2139		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	386802	388940	-			AIN96535.1	adenylosuccinate synthetase, putative			LPMP_131070	2139		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	386802	388940	-	AIN96535.1			adenylosuccinate synthetase, putative			LPMP_131070	2139	712	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	390319	390876	-							LPMP_131080	558		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	390319	390876	-			AIN96536.1	hypothetical protein			LPMP_131080	558		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	390319	390876	-	AIN96536.1			hypothetical protein			LPMP_131080	558	185	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	394285	395787	-					NT3		LPMP_131090	1503		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	394285	395787	-			AIN96537.1	nucleobase transporter	NT3		LPMP_131090	1503		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	394285	395787	-	AIN96537.1			nucleobase transporter	NT3		LPMP_131090	1503	500	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	399041	399862	-							LPMP_131100	822		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	399041	399862	-			AIN96538.1	40S ribosomal protein S4, putative			LPMP_131100	822		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	399041	399862	-	AIN96538.1			40S ribosomal protein S4, putative			LPMP_131100	822	273	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	401477	403108	-							LPMP_131110	1632		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	401477	403108	-			AIN96539.1	thiamin pyrophosphokinase, putative			LPMP_131110	1632		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	401477	403108	-	AIN96539.1			thiamin pyrophosphokinase, putative			LPMP_131110	1632	543	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	405122	405559	-							LPMP_131120	438		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	405122	405559	-			AIN96540.1	hypothetical protein			LPMP_131120	438		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	405122	405559	-	AIN96540.1			hypothetical protein			LPMP_131120	438	145	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	407134	407739	-							LPMP_131130	606		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	407134	407739	-			AIN96541.1	hypothetical protein			LPMP_131130	606		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	407134	407739	-	AIN96541.1			hypothetical protein			LPMP_131130	606	201	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	413379	416045	-							LPMP_131140	2667		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	413379	416045	-			AIN96542.1	DNA/RNA non-specific endonuclease-like protein			LPMP_131140	2667		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	413379	416045	-	AIN96542.1			DNA/RNA non-specific endonuclease-like protein			LPMP_131140	2667	888	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	419269	420180	-							LPMP_131150	912		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	419269	420180	-			AIN96543.1	XPA-interacting protein, putative			LPMP_131150	912		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	419269	420180	-	AIN96543.1			XPA-interacting protein, putative			LPMP_131150	912	303	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	421713	424928	-							LPMP_131160	3216		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	421713	424928	-			AIN96544.1	hypothetical protein			LPMP_131160	3216		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	421713	424928	-	AIN96544.1			hypothetical protein			LPMP_131160	3216	1071	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	426093	426683	-							LPMP_131170	591		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	426093	426683	-			AIN96545.1	hypothetical protein			LPMP_131170	591		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	426093	426683	-	AIN96545.1			hypothetical protein			LPMP_131170	591	196	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	430174	431439	-							LPMP_131180	1266		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	430174	431439	-			AIN96546.1	hypothetical protein			LPMP_131180	1266		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	430174	431439	-	AIN96546.1			hypothetical protein			LPMP_131180	1266	421	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	435061	436467	-							LPMP_131190	1407		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	435061	436467	-			AIN96547.1	hypothetical protein			LPMP_131190	1407		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	435061	436467	-	AIN96547.1			hypothetical protein			LPMP_131190	1407	468	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	438187	439620	-							LPMP_131200	1434		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	438187	439620	-			AIN96548.1	hypothetical protein			LPMP_131200	1434		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	438187	439620	-	AIN96548.1			hypothetical protein			LPMP_131200	1434	477	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	440572	444465	-							LPMP_131210	3894		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	440572	444465	-			AIN96549.1	hypothetical protein			LPMP_131210	3894		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	440572	444465	-	AIN96549.1			hypothetical protein			LPMP_131210	3894	1297	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	446241	449750	-							LPMP_131220	3510		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	446241	449750	-			AIN96550.1	adenylate kinase, putative			LPMP_131220	3510		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	446241	449750	-	AIN96550.1			adenylate kinase, putative			LPMP_131220	3510	1169	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	451319	453832	-							LPMP_131230	2514		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	451319	453832	-			AIN96551.1	hypothetical protein			LPMP_131230	2514		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	451319	453832	-	AIN96551.1			hypothetical protein			LPMP_131230	2514	837	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	456096	458189	-							LPMP_131240	2094		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	456096	458189	-			AIN96552.1	DNA-directed RNA polymerase III subunit, putative			LPMP_131240	2094		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	456096	458189	-	AIN96552.1			DNA-directed RNA polymerase III subunit, putative			LPMP_131240	2094	697	
gene	protein_coding	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	459255	461024	-							LPMP_131250	1770		partial
mRNA		GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	459255	461024	-			AIN96553.1	endomembrane protein, putative			LPMP_131250	1770		partial
CDS	with_protein	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	459255	461024	-	AIN96553.1			endomembrane protein, putative			LPMP_131250	1770	589	
gene	pseudogene	GCA_000755165.1	Primary Assembly	chromosome	13	CP009382.1	461252	462087	-							LPMP_131260	836		pseudo
